id_registro,fecha,turno,linea_produccion,fase,unidades_producidas,unidades_defectuosas,tiempo_produccion_min,tiempo_parada_min,hubo_parada,motivo_parada,operario_id
54540,2023-06-20,tarde ,A,control_calidad,456,457,376,0,NO,,OP056
42239,2023-10-08,noche,,expedición,277,23,368,1,1,faltamaterial,OP072 
12817,2023-03-04,tarde,A,mecanizado,275,16,393,0,n,,OP047
44313,2023-06-03,  noche,C,control_calidad,386,30,247,0,0,,op001
12751,2024-03-14,tarde,A,mecanizado,303,10,372,0,No,,OP073
27988,01-11-2023,mañana,B,tratamiento_termico,366,17,420,0,no,,OP 015
24544,2023-07-16,noche,B,mecaniado,215,7,373,0,0,,OP009
37556,2024-06-09,mañana,A,mecanizado,379,18,566,0,NO,,OP036
41476,2023-03-15,tarde,B,mecanizado,332,19,446,6,si,mantenimiento,OP047
58804,2024-02-13,tarde,A,tratamiento termico,313,17,409,0,NO,,OP058
79065,2023-09-18,noche,B,corte,290,12,508,0,0,,OP033
91684,2023-03-25,maana,A,CORTE,305,4,550,0,NO,,Op068
18569,2024-12-07,noche,C,corte,381,12,532,0,n,,Op054
27143,25-09-2024,mañana,,expedicion,542,11,249,1,yes,mantenimiento,OP0001
35124,2023-01-31, mañana,A,expedicion ,-23,7,278,13,si,mantenimiento,OP016
59054,2024-02-12,noche,C,expedicion,425,10,287,0,NO,,OP054
66300,15-06-2024,mañaña,C,tratamiento_termico,326,16,301,92,SI,fallo_maquina ,op074
42053,2024-06-15,tarde,A,CORTE,404,,432,6,sí,fallo_maquina,OP016
90744,2024-05-15,tarde,,corte,549,8,487,0,no,,OP017
80184,2023-07-25,noche,B,corte,370,17,561,0,NO,, OP042
29472,2024-09-23,noche,B,tratamiento_termico,313,12,337,12,yes,Error_operario,
16980,2023-07-04,mañana,A,mecanizado,364,10,436,0,0,,OP060
46709,2024-01-04,tarde,,tratamiento_termico,0,4,394,0,NO,,OP055
76619,2023-10-13,mañana,C,expedicion,545,10,222,0,No,,OP033
74092,23.11.2024, mañana,A,expedicion,479,8,188,0,No,,OP067
20670,2023/10/02,noche,,expedicion,366,10,177,0,0,,OP037
96966,2024-03-29,tarde,A,corte,266,6,501,13,Yes,fallo maquina,OP079
31945,2023-04-27,noche,C,expedicion,478,6,267,0,NO,,OP072
94550,2024-05-10,mañana,B,control_calidadd,320,14,337,14,1,error_operario, OP080
59055,2024-12-17,tarde,A,tratamiento_termico,316,13,405,0,0,,OP060
70852,2023-08-02,tarde,B,tratamiento_termico,280,13,386,0,No,,OP005
59005,2024-03-01,noche,,expedicion,262,7,322,0,No,,OP057
73346,2023-12-21,mañana,A,control calidad,374,19,384,0,0,,OP009
74853,19/03/2024,tarde,C,expedicion,514,13,247,0,n,,OP077
86177,2023-03-14,mañana,,expedicion,547,10,256,0,n,,OP069
86543,2023-02-26,mañana,B,control_calidad,446,30,302,0,n,,OP032
37158,2023-08-24,Mañana,,expedicion,492,10,193,0,n,,OP059
36607,2024-03-14,tarde,C,tratamiento_termico,351,14,426,0,No,,Op041
40721,2024-06-06,tarde,B,mecanizado,299,16,509,102,sí,fallo_maquina,Op013
50107,2024-03-28,tarde,A,control_calidad,-23,6,248,0,n,,OP038
59425,2024-12-30,  Mañana,A,expedicion,450,11,225,0,n,,OP063
59034,30.03.2024,Mañana,AA,mecanizado,223,14,438,0,no,,op060
21109,2023-02-10,noches,AA,mecanizado,290,15,411,0,NO,,OP041
21013,2024-08-11,mañana,B,control_calidad,568,53,339,29,n,,OP004
78002,31.01.2023,tarde,A,tratamiento_termico,453,17,330,0,No,,OP032
86541,2023-06-20,tarde,C,CORTE,457,9,561,0,NO,,OP053
77143,2023-09-24,NOCHE,C,tratamiento_termico,328,14,439,0,no,,OP037
65850,2024-01-30,mañana,A,control_calidad,464,29,274,0,no,,OP060
66689,2023-05-14,NOCHE, A,control_calidad,-37,1,306,0,0,,OP028
75213,26.11.2024,tarde,B,mecanizado,341,14,519,0,No,,OP052
60118,2024-10-05,Mañana,,corte,329,7,516,0,n,,OP018
50788,2023-07-17,noch,C,tratamiento_termico,289,15,398,,1,falta_material,op045
94587,02-17-2024,tarde,B,expedicion,485,7,239,0,0,,OP032
20802,2024-12-29,tarde,c,control calidad,399,17,439,0,NO,,OP056
75767,02-09-2023,mañana,C,corte,268,10,480,24,1,falta_material,OP079
94365,2023-05-30,tarde,A,expedicion,552,9,236,0,NO,,OP073
46231,2024-05-15,noche,A,mecanizado,276,18,483,0,0,,OP025
22898,2023/06/05,tarde,C,tratamiento_termicoo ,326,25,465,14,Yes,fallo_maquina,OP075
57216,2023-07-14,noches,C,mecaniado,-17,0,462,118,S,fallo_maquina,OP051
74955,2024-11-28,tarde,BC,corte,461,9,527,14,0,,OP034
98487,2023-07-13,manana,A,Mecanizado,333,18,456,15,1,mantenimiento,OP056
49677,2024-06-21,noche,A,corte,289,8,526,0,no,,OP078
99592,02/06/2023,mañana,A,control_calidad,445,37,255,0,No,,OP077
34987,2023-08-31,tarde,C,expediccion,225,11,433,0,NO,,
28070,2024/03/06,mañana,a,expedicion,495,7,245,0,0,,Op033
81188,2024-06-10,mañana,C,tratamiento_termico,339,10,357,1,sí,mantenimiento,OP069
11118,2023-05-20,noche,,mecaniado,278,9,444,0,no,,OP063
46942,2024-11-01,  noches,A,control_calidad,264,22,310,0,No,fallo_maquina,OP 047
62928,19.06.2023,tarde,A,corte,443,13,474,0,n,,OP031
86015,2023-08-21,mañana,C,corte,438,9,497,0,NO,,OP019
11558,2024-12-03,manana,línea A,control_calidad,473,36,291,0,no,,OP039
77193,2024-02-28,noche,BC,mecanizado,225,19,363,7,Sí,mantenimiento,OP011
29566,2024-11-28,mañana,A,expedicion,387,6,242,0,No,,OP078
39829,2024-02-29,mañana,,expedicion,494,9,241,1,Yes,error_operario,OP058
37508,2024-10-22,NOCHE,A,CORTE,286,6,507,24,S,fallo_maquina,OP061
77610,2023-11-08,tarde,A,control_calidad,495,30,273,0,NO,,OP023
82432,2024-11-09,mañana,C,mecanizado,356,16,389,0,No,falta_material,OP004
70476,2024-08-26,mañana,B,corte,257,,449,0,NO,,OP024
21255,2024-03-06,tarde,,tratamiento_termico,348,18,355,0,0,,OP002
34621,25-07-2024,mañana,línea A,control_calidadd,306,16,421,0,No,,OP027
64747,2024-12-25,tarde,A,corte,419,9,516,0,n,,OP049
68978,20230103,noche, A,Expedicion,358,7,287,7,sí,fallo_maquina,OP011
13945,05-11-2024,noche,C,expedicion,388,7,209,0,NO,,OP048
85695,2024-01-07,tarde,A,mecanizado,278,20,542,29,0,,OP042
50051,2023-07-18,tarde,B ,expedicion,395,12,213,1,sí,error_operario,OP018
11268,2024-01-31,  tarde,C,mecaniado,433,22,445,0,No,,OP078
96356,2024-03-05,tare,B,mecanizado,259,17,446,0,No,,OP006
54541,20230713,tarde,B,CORTE,382,7,419,0,no,,OP064
65799,2024-05-27,tarde,C,expediccion,-41,0,425,0,no,,OP027
62870,11-07-2024,  mañana,B,expedicion,500,10,242,0,n,,OP036
80464,2023-06-05,NOCHE,,tratamiento_termico,388,14,,54,yes,fallo_maquina,op037
86933,2024-12-19,mañana,,control_calidad,517,51,252,2,SI,mantenimiento,OP060
98864,2024-01-27,noche,A,expedicion,399,10,193,0,No,,OP042
30144,2024-04-15,noches,B,tratamiento_termico,303,12,396,0,no,,op062
53286,09-09-2023,noche,B,corte,386,11,570,48,Sí,falta_material,OP004
89036,2024/03/12,mañana,A,expedición,231,8,456,0,0,,OP065
85219,2023-12-04,mañana,B,control_calidad,611,65,275,0,No,,OP069
59980,20231028,mañana,B,corte,340,12,456,80,1,faltamaterial,OP040
61201,15-05-2024,NOCHE,A,Expedicion,455,9,312,0,n,,OP036
60650,2024-03-31,tarde,A,corte,414,13,455,0,n,,OP069
24239,2024-09-05,tarde,C,expedicion,,5,248,0,No,,OP046
69183,2023-02-08,Mañana,b,control_calidad,549,54,324,0,NO,,OP072
49930,2023-02-09,mañaña,B,control_calidad,430,34,306,0,no,,OP037
23672,2023-08-05,mañaña,C,tratamiento_termico,356,14,349,0,0,,OP024
33283,2023-04-29,mañana,A,expedición,307,18,386,11,si,error_operario,OP-070
68978,28-01-2023,noche,A,corte,382,12,447,0,0,,OP027
13517,2023-06-01,tarde,B,tratamiento_termico,422,14,301,0,0,,OP019
19108,2024-06-14,noche,C,control calidad,268,10,476,0,0,,OP045
60579,13.07.2023,noche,C,corte,376,8,588,0,NO,,OP043
40544,2024-03-19,tarde ,A,control calidad,313,17,453,0,no,,OP065
78733,2023-08-17,mañana,C,expedicion,451,3,209,0,no,,OP049
17530,2023-01-12,mañaña,C,control_calidad,0,5,293,0,n,,OP052
11447,2024-03-27,noche, A,expedicion,235,4,238,0,no,,OP066
63852,2023-05-23,noche,B,corte,333,12,500,11,si,error_operario,OP080
24515,2023-09-08,tarde,,Expedicion,391,7,280,8,Yes,mantenimiento,OP059
64842,2023-08-03,noche,,corte,344,16,502,0,No,,OP033
19012,2023-02-07,noche,B ,mecanizado,254,12,477,0,no,,OP056
37063,2023-12-02,noche,C,control_calidad,474,44,409,0,n,,op020
36958,29/03/2024,Tarde,A,control_calidad ,661,41,278,0,0,,OP16
97135,2024/08/13,noches,B,expediccion,355,15,437,22,si,falta_material,OP001
89129,2024-02-04,noche,C,corte,301,14,509,0,0,,op039
50673,2023-05-09,noche,A,tratamiento_termico,256,19,457,0,No,,OP023
75860,11-26-2023,tarde,C,Expedicion,379,8,217,0,n,,OP006
70156,2024-03-19,tarde,C,tratamiento_termico,-42,1,379,0,NO,falta_material,OP015
10975,2023-07-28,noche,A,corte,324,14,537,0,NO,,op058
68422,2024-12-25,tare,B,tratamiento_termico,194,13,337,0,n,,OP067
62328,2024-01-24,mañana,C,expedicion,451,9,208,0,0,,op013
42353,2023-07-16,tarde,C,tratamiento_termico,493,11,384,0,n,,OP056
84609,2024-10-22,Mañana,A,expedicion,518,7,269,0,NO,,OP013
70319,2024/07/03,mañana,B,corte ,506,17,585,0,0,,OP0056
15122,2024-02-18,noche,A,mecanizado ,263,11,421,31,Sí,error_operario,OP034
47737,2024-08-29,tarde,C,mecanizado,333,12,469,40,Yes,falta_material,OP014
69809,2023-05-24,mañana,,mecanizado,320,19,459,0,No,,OP016
48987,2023-11-18,  noche,C,mecanizado,217,15,405,20,sí,Error_operario,op026
32954,2023-03-14,mañana,A,corte,-47,3,442,3,Sí,mantenimiento,OP025
33537,2024-12-29,tare,B ,tratamiento_termico,379,20,410,0,no,error_operario, OP019
66633,2023-10-10,noche,B,corte,323,9,542,37,SI,mantenimiento,OP0023
96386,2024-10-07,mañana,B,control_calidad,530,47,297,0,no,,OP037
84529,2023-10-31,noche,A,expedicion,406,11,243,0,No,error_operario,OP027
15723,2023-10-12,tarde ,A,Mecanizado,218,10,435,18,si,errror_operario,OP028
30700,2023-03-10,tarde,C,tratamiento_termico ,0,3,326,0,no,,OP058
92324,10-04-2023,Tarde,,mecanizado,,0,431,0,0,,OP074
97380,18.01.2024,tarde,B,tratamiento_termicoo,300,19,372,0,n,,op012
38476,2024-08-25,Mañana,B,expedicion ,462,6,243,0,NO,,OP010
63907,2024-11-12,tarde,BC,control_calidad,510,32,258,5,Sí,mantenimiento,OP059
82459,2023-02-27,mañana,A,expedicion,426,10,238,0,No,,OP69
58330,13.08.2023,noche,A,corte,318,5,590,0,n,,OP046
23791,2024-05-09,mañana,C,tratamiento_termico,333,16,320,10,S,mantenimiento,OP047
52731,2024-04-27,tarde,B,cortte,254,9,477,0,n,,op058
31605,2024-01-02,mañana,B,mecanizado,354,19,374,0,No,, OP071
76330,2023-09-15,tare,C,control_calidad,583,48,318,0,no,,OP080
13501,2024-10-19,noch,A,mecanizado,276,7,374,26,0,,OP022
98555,2024-06-22,tarde,B,tratamiento_termico,322,16,420,0,NO,,OP074
59958,11-12-2023,tarde,C,mecanizado,338,15,447,9,S,error_operario,OP022
62342,2023-07-12,tarde ,a,tratamiento_termico,417,11,326,0,n,,OP003
61992,2023-08-29,Mañana,A,mecanizado,-27,10,508,0,no,,OP052
29472,2024-12-09,noche,A,expedicion,347,8,253,0,n,,OP074
27888,2023-02-05,noche,C,tratamiento termico,260,18,390,0,no,,OP011
70849,2024/05/14,mañana,,tratamiento_termico,227,11,329,0,n,,OP005
18943,2024-04-23,tarde,,control_calidad,661,51,263,0,no,,OP074
96117,2023-03-12,mañana,C,expedicion,391,13,218,0,NO,,OP066
67373,2024-08-15,Mañana,B,corte,313,11,468,0,n,,OP031
46587,2024-01-31,noche,B,tratamiento_termico,,3,352,0,NO,,OP077
32359,2023-06-09,mañana,C,tratamiento_termico,344,15,350,0,no,,OP006
89559,2024-12-18,noche,C,mecanizado,251,14,403,84,S,mantenimiento,
48554,2024/08/28,mañana,B,control_calidad,548,42,280,0,no,,OP061
61229,20230801,mañana,C,tratamiento_termico,298,14,352,0,0,,op004
98000,2023-03-02,mañana,,tratamiento_termico,319,11,337,0,0,,OP045
98785,2024-10-07,maana,C,corte,327,7,520,0,0,,OP048
67757,2023-07-31,mañana,A,mecanizado,299,14,406,11,Yes,fallo_maquina,op080
38399,2024-10-08,mañana,B,mecaniado,344,20,369,0,0,,OP001
98479,2023-05-13,tarde,C,mecaniado,387,10,420,0,NO,,OP025
67941,2023-09-15,noche,B,expedicion,377,15,271,46,S,fallo_maquina,OP022
93203,2024-05-21,mañana,C,tratamiento termico,236,10,379,0,no,,OP039
94018,2024/11/21,noche,B ,corte,364,19,570,0,0,,OP053
96512,09-20-2024,noche,,mecaniado,264,9,560,170,Yes,falta_material,OP027 
61199,02-05-2023,tarde,B,cortte,445,21,422,0,NO,,op064
68194,2023-02-06,manana,B,expedicion,495,7,242,0,0,,OP042
10611,2024-10-27,tare,B,control_calidad,440,43,283,0,n,,
59465,28/11/2023,tarde,BC,mecanizado,289,14,395,23,yes,falta_material,OP038
42728,2023-01-03,  mañana,C,tratamiento_termico,378,12,429,0,n,,OP026
41265,2023-11-09,mañana,A,cortte,346,16,317,0,No,error_operario,op079
12102,2023-06-19,noches,A,control_calidad,482,38,305,17,0,,OP0036
11908,2023-03-07,Mañana,C,expedicion,-45,3,182,0,No,,OP011
35185,2024/04/20,noche,,mecanizado,281,13,502,53,Yes,falta_material,OP003
18280,2024-08-28,noche,C,tratamiento termico,304,307,469,34,sí,falta material,OP074
22661,2024-01-18,mañana,B,expedicion,288,2,249,0,n,,OP048
97046,2024-09-20,manana,C,corte,447,7,466,0,no,,OP058
31895,2024/12/13,mañana,B,mecaniado,390,18,397,0,n,,OP012
77174,15/04/2023,  mañana,línea A,mecanizado,382,19,335,0,No,,OP024
52879,2023-07-12,noches,B,control_calidad,471,38,337,6,sí,fallo maquina,OP022
92154,2024-04-07,mañana,B,expedicion,408,12,263,0,0,,OP035
37147,2024-12-17,noche,B,control_calidad,548,44,359,0,NO,,OP020
61781,2024-08-07,noche,B,corte,393,14,508,0,NO,falta_material,OP056
25834,2024-06-13,mañana,B,expedicion,631,9,258,0,n,,OP030
23878,2023-04-24,noche,B,tratamiento_termico,316,14,420,18,si,fallo_maquina,OP038
32756,2024-09-29,maana,C,tratamiento_termico,282,12,423,25,1,mantenimiento,OP008
89559,2024-12-07, mañana,A,expedicion,342,6,214,0,NO,,Op040
61011,2024-09-07,manana,C,tratamiento termico,,6,486,0,0,,OP036
38848,2023-05-12,  noche,B,control_calidadd,336,17,398,0,no,,OP074
46497,2023-09-29,tarde,línea A,control_calidad ,486,48,278,0,No,,OP067
58362,16-10-2024,tarde,A,expediccion,373,13,391,0,0,,OP032
38647,2024-05-16,mañana,C,control_calidad,498,42,293,0,NO,,OP006
88494,2024-01-04,noche,A,mecanizado,273,13,484,25,si,error_operario,OP057
23344,2023-11-27,noche,B,expedicion,349,9,269,0,No,,OP050
84606,2023-11-05,tarde,B ,Mecanizado,237,,429,0,NO,,OP015
22418,2023-02-21,tarde,C,control_calidad,481,,253,0,NO,,OP064 
92689,2024-03-28,tarde,,mecanizado,320,13,383,60,Sí,,OP021
98853,2023-08-29,noche,B,mecanizado,149,10,393,55,S,error_operario,OP064
27423,2024-05-18,mañana,B,CORTE,503,16,499,0,n,,OP071
93277,2024-06-26,noche,A,expedicion,427,10,293,0,NO,,OP023
51676,2023-06-11,tarde,B,tratamiento_termicoo,375,18,451,0,No,,OP017
97342,20240804,tarde ,A,control_calidad,635,48,291,0,No,,OP063
53922,2024-07-15,mañana,B,tratamiento_termico,284,13,373,140,sí,error_operario,OP076
32359,2023-02-01,tarde,B,tratamiento termico,378,15,434,0,No,,OP030
76981,19.03.2024,mañana,B,control_calidad,505,37,338,0,n,,OP039
40464,2023/08/27,tarde,A,tratamiento termico,398,28,352,0,n,,OP0028
11742,2023-04-19,  mañaña,C,tratamiento_termico,386,15,374,0,n,,OP011
90786,30.10.2024,mañana,A,expedicion,488,11,253,0,No,,OP038
26260,2024-05-15,tarde,B,corte,540,18,488,0,no,,op033
66164,19.01.2024,mañana,C,expedicion,500,15,222,0,n,,OP037
91233,2023-01-24,noche,C,mecanizado,326,19,444,48,S,faltamaterial,OP041 
28029,2024-04-09,Mañana,,tratamiento_termico,403,15,365,0,No,, OP016
48877,2024-02-10,tarde,C,control calidad,,4,421,0,NO,,OP037
59250,2023-01-29,noche,A,tratamiento_termico,318,15,417,4,S,falta_material,OP054
14968,2024-02-10,mañana,C,tratamiento_termico,389,15,373,0,n,,OP016
88390,2023-09-26,manana,B,tratamiento_termico,277,7,269,0,No,,OP059
68160,2023-07-02,noche,B,corte,301,10,568,0,0,,OP050
53082,2023-07-31,mañana,C,mecanizado,333,20,433,125,S,mantenimiento,OP022
51620,2023-08-22,noche,A,corte,259,4,618,28,yes,mantenimiento,OP047
15191,2023-03-22,tare,A,expedicion,424,10,181,0,no,,OP-002
64380,2023-08-30,tarde,C,control_calidad ,337,23,265,0,no,,OP071
47808,2023-09-10,noche,C,control_calidadd,259,20,425,0,no,,OP0026
40016,2024-04-06,noche,C,tratamiento_termico,251,9,405,0,n,,OP005
53420,2024-11-02,mañana,B,tratamiento_termico,438,10,464,0,n,,OP042
36976,2023-10-12,tarde,A,tratamiento_termico,293,6,370,0,no,,OP016
97163,29.03.2023,tarde,C,corte,488,10,396,0,no,,OP053
39156,2024-06-12,mañana,,control_calidad,442,34,237,1,S,fallo_maquina,
60002,2024-04-21,noche,A,corte,341,8,488,0,No,, OP015
34057,2024/11/17,noche,C,expedicion,372,11,236,12,sí,,OP001
10792,05-07-2024,noche,C,control_calidad,440,33,338,0,n,,OP009
74440,2024-07-20,maana,C,corte,,6,490,32,SI,fallo_maquina,op049
35226,2024-11-19,tarde,,expedición,202,9,390,0,No,,OP065
28550,18.02.2023,mañana,B,expedicion,294,7,242,0,0,falta_material,Op039
26457,2023-04-26,manana,BC,tratamiento_termico,367,13,350,0,no,,OP031
87677,2023-07-06,tarde,B,tratamiento_termico,-10,4,319,0,No,mantenimiento,OP060
36787,2023-03-27,tarde,B,tratamiento termico,334,15,393,0,0,,OP037
20245,02-20-2023,tarde,AA,tratamiento_termico,300,13,411,32,1,error_operario,OP043
71220,2024-04-13,noche,C,tratamiento_termico,318,12,409,5,SI,falta_material,OP037
35891,2024-12-18,tarde,B,tratamiento_termico,314,14,281,0,0,,OP032
33125,2024-12-09,tarde,C,control_calidad,550,42,339,0,0,,OP014
49728,2023-08-08,noche,A,expedicion,440,13,229,0,no,,OP021
68755,06-28-2023,mañana,C,corte,352,12,397,0,No,,OP008
36398,2023-10-23,  tarde,C,tratamiento_termico,391,11,344,0,no,,OP061
73068,20/11/2023,noches,B,mecanizado,231,7,443,63,Sí,fallo_maquina,OP074 
57131,2024-05-23,noche,B,Corte,413,10,456,0,no,,OP056
31989,2023-08-31,mañana,C,CORTE,426,13,393,0,n,,OP045
65403,11-03-2024,tarde,B,tratamiento_termico,389,402,393,0,NO,,OP007
66810,2024-05-04,mañana,A,control_calidad,572,54,295,0,n,,OP015
73176,14/12/2024,noche,B,expedicion,423,10,206,0,n,,OP031
27888,2024-07-14,tarde,A,mecanizado,365,16,432,9,yes,error_operario,OP072 
20909,2024-01-07,noche,,expedicion,387,9,244,0,no,,OP053
49351,2023-08-12,tarde,B,tratamiento_termico,403,10,292,0,no,,OP023
30027,2024-08-16,mañana,A,mecanizado,313,14,390,50,si,falta_material,OP005
33029,20230227,noche,A,corte,353,8,543,0,0,,OP045
70771,2024/05/26,manana,A,expedicion,567,14,237,0,0,,OP 059
47122,2023-02-18,tarde,C,corte,359,8,520,0,0,,OP024
89432,2024-05-08,noche,,expedición,365,16,470,0,no,,OP0033
53677,2023-03-27,tarde,C,tratamiento_termico,366,13,335,5,sí,error_operario,OP013
71506,2023-01-30,manana,B,corte,373,12,431,0,n,,OP050
34854,2024-02-06,mañana,C,tratamiento_termico,348,9,359,0,n,,OP061
38848,2024-03-24,tarde,A,mecanizado,343,12,355,37,Yes,faltamaterial,OP030
59054,10-16-2023,mañana,c,control calidad,336,13,383,2,yes,falta_material,OP024
64502,2023-12-19,maana,,mecanizado,280,17,520,4,SI,error_operario,OP015
58908,2023-06-11,noches,A,tratamiento_termico,,2,357,0,n,,op071
50345,2023-10-31,manana,B,tratamiento_termico,309,11,405,0,no,,OP007
87110,2023-09-16,tarde,b,tratamiento_termico,324,19,349,0,NO,,OP061
15089,2023-03-09,mañana,B,corte ,486,16,494,0,n,,OP011
26315,2024-06-16,noch,AA,mecanizado,260,14,421,7,1,falta_material,OP031
84135,23/08/2023,mañana,A,corte,508,18,411,28,S,fallo_maquina,OP052
67186,06-01-2023,  noche,C,expedicion,330,5,277,0,no,,OP023
55688,2023-02-10,tarde,B,expedicion,446,12,214,0,0,,OP046
74044,2024-08-20,  mañana,B,tratamiento_termico,318,20,362,0,no,,OP035
58258,2024-05-11,tarde,A,tratamiento_termico,341,19,366,0,No,,OP052
95315,2023/07/30,noche,A,tratamiento_termico ,202,8,357,53,1,falta_material,OP052
65579,2024-06-29,mañana,B,control_calidad,464,40,306,0,No,,OP052
41765,21-06-2023,noche,C,mecanizado,246,14,519,31,SI,falta_material,Op058
57371,2023-08-14,NOCHE,b,mecanizado,248,10,559,20,1,mantenimiento,OP045
98660,2024-07-08,tarde,C,tratamiento_termico,344,11,409,0,n,,op021
73176,20240517,tarde,c,control_calidad,-13,4,317,4,SI,falta material,op079
44253,2024-10-23,noche,,mecanizado,294,,501,0,no,,OP025
99268,2023-02-11,mañana,c,control_calidad,435,31,261,0,no,,OP017
42429,18/02/2023,noche,A,control_calidadd,297,13,520,0,n,,OP006
96848,2024-06-20,mañana,C,corte,281,14,410,0,no,,OP077
11617,12/07/2023,mañana,C,control_calidad,446,39,323,0,0,,OP041
22098,06.08.2023,mañana,AA,control calidad,315,19,511,0,n,,OP070
60377,2024-09-03,tarde,B,Expedicion,452,12,285,0,no,,OP040
86829,04.07.2024,noche,B,mecanizado,285,21,501,0,No,,OP028
20531,2024-11-25,tarde,B,corte,345,14,427,0,no,,OP026
34749,2024-10-25,tarde,C,mecanizado,307,11,,0,n,,OP053
31734,2023-03-23,tarde ,A,expedicion,367,4,240,0,0,,OP026
43144,20230903,noche,,corte,299,7,510,0,No,,op021
75620,2023-12-25,tarde,C,Corte,331,13,408,26,SI,error_operario,OP041
96309,2024-02-07,noche,A,mecanizado,289,21,539,0,NO,,OP047
86818,2024-05-02,mañana,C,Mecanizado,-43,8,479,48,Yes,fallo_maquina,OP028
63950,16/05/2023,mañana,C,expedicion,416,6,244,32,sí,falta_material,OP002
21648,2024-08-23,tarde,B,corte,264,10,516,0,No,,
85053,2024-12-23,tarde,B,tratamiento_termico,333,15,360,0,no,,OP034
55140,2023-07-11,noche,B,expedicion,339,11,280,0,0,,OP063
45261,2023-02-23,  noche,A,control_calidad,410,30,270,0,NO,,OP073
62162,31.03.2023,mañana,A,control_calidad,388,21,254,0,n,,OP76
10841,2023-10-19,maana,A,tratamiento_termico,352,8,369,0,0,,OP073
74451,2023-02-02,Mañana,,Expedicion ,420,9,268,0,no,,OP067
15122,2024-09-14,  noche,B,tratamiento_termicoo,320,23,439,123,SI,mantenimiento,OP60
64767,2024-05-02,tarde,a,expedicion,,2,226,12,si,mantenimiento,OP052
95789,2023-05-08,maana,A,tratamiento termico,354,12,424,0,no,,OP-026
66485,2023-05-02,noche,C,expedicion,476,7,291,0,0,,OP020
59106,2023-08-09,mañana,A,mecanizdo,,9,321,0,n,,OP044
27607,2023-06-08,tarde,A,tratamiento_termicoo,274,10,330,0,no,,OP045
33853,02-10-2024,  noche,A,control_calidad,509,31,266,0,0,, OP006
24449,2023-09-15,tarde,C,tratamiento_termico,312,11,379,0,n,,OP36
37862,2024-03-16,tarde,B,expedicion,359,7,232,0,NO,,OP068
17730,2024-08-25,noche,B ,tratamiento_termico,306,14,339,0,no,,OP042
35150,2023-02-02,mañana,AA,Mecanizado ,274,15,387,28,S,fallo_maquina ,OP027
63581,2024-06-18,tarde,B,control_calidad,418,24,299,0,0,,OP014
91844,09.07.2023,tarde,c,control_calidad,475,27,265,0,0,,OP060
93418,2024-07-29,tare,B,tratamiento_termico,335,11,323,0,no,,OP010
48420,2023-03-03,mañana,B,corte,473,13,483,0,no,,OP013
26342,2024-10-17,mañana,B,tratamiento_termico,395,16,353,0,n,,OP4
54846,2024-04-30,  noche,C,expedicion,289,6,278,0,n,,OP12
52879,2024-01-10,mañana,B,corte,287,16,559,53,yes,mantenimiento,op008
98185,2023-01-23,  mañana,BC,expedicion,466,9,287,0,NO,,op061
11246,2024-12-07,noche,c,mecanizado,232,14,410,27,Sí,error_operario,OP075
10947,28-02-2023,noche,C,mecanizdo,395,20,446,0,0,,OP0031
15486,2024-06-10,tarde,B,control_calidad,529,44,271,0,n,,OP013
78463,2023-05-26,tarde,C,expedicion ,566,14,203,0,0,,OP062
59239,04-10-2023,tarde,C,control_calidad,0,5,380,0,0,,OP074
44843,2023-04-14,tarde,B,tratamiento_termico,340,14,325,0,0,,OP034
72027,2023-10-18,  tarde,C,expedicion,512,15,237,0,no,,OP032
89216,2024-12-01, mañana,C,control_calidad,467,42,340,0,No,,OP073
58599,2023-08-31,tarde,,tratamiento_termico,313,8,308,0,No,,OP055
54967,04-11-2024,mañana,,corte,371,17,364,6,No,,OP079
41404,2024-03-16,noche,,corte,0,0,509,0,No,,OP049
97173,2023-04-28,noche,,control_calidad,382,29,306,0,NO,,OP049
90059,2023-08-18,mañana,A,tratamiento_termico,245,,337,0,n,,OP012
56665,2024-07-14,mañana,A,mecanizado,244,17,422,0,no,,OP058 
23130,2023-03-29,noche,B,corte,392,14,469,82,yes,falta_material,OP043
91844,2024-12-21,noches,c,tratamiento_termico,404,14,394,0,0,, OP073
28201,2024-10-25,mañana,C,tratamiento_termico,328,12,445,0,No,,OP059
42728,2024-08-17,noche,B,mecanizado,130,5,579,0,0,,OP054
46630,2023-11-03,mañana,C,tratamiento termico,439,29,440,0,n,,OP034
42576,2024-02-04,mañana,C,corte,437,9,549,0,no,,OP059
91048,2023-08-19,mañana,C,control_calidad,426,30,287,0,NO,,OP043
72285,05-18-2024,mañana,B,mecanizado,261,15,399,7,1,mantenimienot,OP045 
96537,2023-02-08,noche,A,corte,393,11,598,0,No,,OP063
93633,2024-04-25,tarde ,,tratamiento_termicoo,328,14,361,0,no,,OP005
52229,2024-12-20,noche,A,mecanizado,229,15,481,0,No,,OP049
35891,2024-05-13,noche,C,Mecanizado,228,13,493,49,Sí,fallo_maquina,OP058
52667,2024-06-21,mañana,A,mecanizado,266,10,450,0,no,mantenimiento,OP077
40612,2024-02-21,noche,C,control_calidad,383,21,278,0,no,,OP026
62450,2023-10-15,mañana,C,tratamiento_termico,301,12,306,0,no,,OP008
20665,2023-02-22,mañana,,control_calidad,520,42,272,0,NO,,OP040
