id_registro,fecha,turno,linea_produccion,fase,unidades_producidas,unidades_defectuosas,tiempo_produccion_min,tiempo_parada_min,hubo_parada,motivo_parada,operario_id,fecha_carga,registro_con_errores
94817,2024-05-30,noche,A,control_calidad,302,17,358,0,f,,OP060,2026-04-27 18:34:50.227774,f
39977,2024-09-22,tarde,B,corte,375,14,540,16,t,fallo_maquina,OP053,2026-04-27 18:34:50.227774,f
70610,2024-09-28,noche,B,tratamiento_termico,282,10,384,0,f,,OP066,2026-04-27 18:34:50.227774,f
32119,2023-12-24,tarde,B,mecanizado,296,14,389,16,t,falta_material,OP029,2026-04-27 18:34:50.227774,f
91003,2023-08-20,tarde,C,control_calidad,414,21,308,0,f,,OP035,2026-04-27 18:34:50.227774,f
84349,2023-02-16,mañana,B,corte,426,8,498,26,f,mantenimiento,OP030,2026-04-27 18:34:50.227774,f
78922,2023-06-03,mañana,C,corte,479,14,448,15,f,,OP023,2026-04-27 18:34:50.227774,f
69468,2023-12-11,tarde,C,expedicion,387,8,189,0,f,,OP012,2026-04-27 18:34:50.227774,f
74769,2024-04-13,tarde,C,corte,399,9,481,0,f,,OP009,2026-04-27 18:34:50.227774,f
36626,2024-04-23,noche,B,control_calidad,531,40,417,0,f,,OP030,2026-04-27 18:34:50.227774,f
44891,2024-04-21,noche,B,expedicion,331,5,291,0,f,,OP058,2026-04-27 18:34:50.227774,f
74771,2024-08-04,tarde,B,corte,382,14,570,0,f,error_operario,OP030,2026-04-27 18:34:50.227774,f
66532,2024-10-15,noche,A,corte,376,15,600,0,f,,OP033,2026-04-27 18:34:50.227774,f
88654,2023-01-20,mañana,A,tratamiento_termico,356,12,388,0,f,,OP079,2026-04-27 18:34:50.227774,f
47089,2023-01-10,noche,A,expedicion,463,10,246,0,f,,OP022,2026-04-27 18:34:50.227774,f
34820,2024-08-22,noche,C,expedicion,247,12,483,0,f,,OP009,2026-04-27 18:34:50.227774,f
63546,2023-12-02,tarde,A,control_calidad,530,42,357,0,f,,OP011,2026-04-27 18:34:50.227774,f
13771,2023-11-19,tarde,C,tratamiento_termico,312,13,324,21,t,falta_material,OP0077,2026-04-27 18:34:50.227774,f
44314,2024-03-06,tarde,A,tratamiento_termico,407,20,355,0,f,,OP025,2026-04-27 18:34:50.227774,f
69110,2024-06-03,tarde,B,corte,512,12,486,0,f,,OP035,2026-04-27 18:34:50.227774,f
94834,2024-12-08,tarde,B,expedicion,454,5,236,0,f,,OP059,2026-04-27 18:34:50.227774,f
11352,2023-02-08,tarde,A,tratamiento_termico,331,15,390,0,f,,OP022,2026-04-27 18:34:50.227774,f
62108,2023-02-09,mañana,C,mecanizado,360,22,435,0,f,,OP050,2026-04-27 18:34:50.227774,f
60265,2024-03-11,mañana,C,corte,366,15,346,455,t,falta_material,OP055,2026-04-27 18:34:50.227774,f
60265,2024-03-11,mañana,C,corte,366,15,346,455,t,falta_material,OP055,2026-04-27 18:34:50.227774,f
88275,2023-12-16,noche,A,corte,279,10,441,0,f,,OP0019,2026-04-27 18:34:50.227774,f
22488,2023-01-07,noche,A,control_calidad,,,365,13,t,error_operario,OP007,2026-04-27 18:34:50.227774,f
40781,2023-10-16,tarde,C,expedicion,523,13,239,0,f,,OP049,2026-04-27 18:34:50.227774,f
97921,2024-08-22,mañana,A,corte,331,9,522,0,f,,OP013,2026-04-27 18:34:50.227774,f
88411,2023-07-17,mañana,B,tratamiento_termico,339,9,346,0,f,,OP039,2026-04-27 18:34:50.227774,f
49650,2024-10-07,noche,A,tratamiento_termico,270,9,397,0,f,,OP007,2026-04-27 18:34:50.227774,f
97983,2023-12-09,tarde,C,tratamiento_termico,340,15,329,0,f,,OP078,2026-04-27 18:34:50.227774,f
83342,2023-09-25,tarde,A,control_calidad,326,20,278,0,f,,OP031,2026-04-27 18:34:50.227774,f
33510,2024-12-13,mañana,A,mecanizado,282,17,407,0,f,,OP031,2026-04-27 18:34:50.227774,f
76027,2023-07-14,tarde,A,control_calidad,520,47,262,0,f,,OP067,2026-04-27 18:34:50.227774,f
54456,2023-01-07,tarde,B,corte,360,10,602,0,f,,OP056,2026-04-27 18:34:50.227774,f
79523,2024-01-26,noche,C,tratamiento_termico,382,8,427,0,f,,OP041,2026-04-27 18:34:50.227774,f
44131,2024-01-26,mañana,A,expedicion,403,6,238,0,f,,OP010,2026-04-27 18:34:50.227774,f
15788,2023-11-01,tarde,B,control_calidad,,,306,0,f,,OP044,2026-04-27 18:34:50.227774,f
75432,2023-09-24,noche,A,corte,428,9,421,36,t,fallo_maquina,OP027,2026-04-27 18:34:50.227774,f
75432,2023-09-24,noche,A,corte,428,9,421,36,t,fallo_maquina,OP027,2026-04-27 18:34:50.227774,f
46831,2024-05-28,noche,A,corte,361,4,543,0,f,falta_material,OP064,2026-04-27 18:34:50.227774,f
66372,2024-07-07,tarde,B,control_calidad,543,39,282,0,f,,OP066,2026-04-27 18:34:50.227774,f
44500,2023-03-17,tarde,A,control_calidad,323,16,403,0,f,,OP053,2026-04-27 18:34:50.227774,f
44571,2023-08-17,tarde,B,tratamiento_termico,285,12,420,0,f,,OP049,2026-04-27 18:34:50.227774,f
67117,2024-09-10,noche,B,mecanizado,236,15,582,18,t,fallo_maquina,OP054,2026-04-27 18:34:50.227774,f
67117,2024-09-10,noche,B,mecanizado,236,15,582,18,t,fallo_maquina,OP054,2026-04-27 18:34:50.227774,f
51358,2023-01-24,noche,B,tratamiento_termico,280,7,453,0,f,,OP031,2026-04-27 18:34:50.227774,f
74392,2024-04-27,noche,A,tratamiento_termico,254,16,391,0,f,,OP073,2026-04-27 18:34:50.227774,f
96169,2024-10-01,noche,B,corte,297,8,451,0,f,,OP013,2026-04-27 18:34:50.227774,f
67670,2023-03-14,tarde,B,expedicion,278,5,282,0,f,,OP016,2026-04-27 18:34:50.227774,f
29480,2024-03-13,tarde,C,control_calidad,437,34,282,0,f,mantenimiento,OP072,2026-04-27 18:34:50.227774,f
34004,2024-11-08,mañana,C,control_calidad,603,51,314,0,f,,OP074,2026-04-27 18:34:50.227774,f
71228,2024-10-11,mañana,B,expedicion,286,14,352,0,f,,OP062,2026-04-27 18:34:50.227774,f
74868,2023-05-05,noche,B,mecanizado,274,14,427,1,t,falta_material,OP028,2026-04-27 18:34:50.227774,f
74868,2023-05-05,noche,B,mecanizado,274,14,427,1,t,falta_material,OP028,2026-04-27 18:34:50.227774,f
56729,2024-11-24,noche,C,expedicion,336,7,321,0,f,,OP003,2026-04-27 18:34:50.227774,f
83512,2024-12-13,tarde,A,control_calidad,519,45,247,0,f,,OP021,2026-04-27 18:34:50.227774,f
74616,2023-05-08,tarde,B,expedicion,405,11,200,0,f,,OP032,2026-04-27 18:34:50.227774,f
29405,2024-10-06,tarde,A,mecanizado,461,23,432,0,f,,OP069,2026-04-27 18:34:50.227774,f
47239,2024-09-05,mañana,C,expedicion,383,14,434,0,f,,OP068,2026-04-27 18:34:50.227774,f
32058,2024-05-10,tarde,B,mecanizado,351,11,425,33,t,error_operario,OP066,2026-04-27 18:34:50.227774,f
45755,2024-05-19,noche,C,tratamiento_termico,347,12,446,0,f,,OP060,2026-04-27 18:34:50.227774,f
96918,2024-07-31,noche,B,corte,313,13,436,0,f,,,2026-04-27 18:34:50.227774,f
86486,2024-04-11,mañana,B,corte,461,18,452,0,f,,OP034,2026-04-27 18:34:50.227774,f
10540,2023-10-24,tarde,C,tratamiento_termico,373,20,308,0,f,,OP029,2026-04-27 18:34:50.227774,f
84814,2024-05-16,mañana,B,mecanizado,257,12,415,21,t,error_operario,,2026-04-27 18:34:50.227774,f
75288,2023-05-26,noche,B,tratamiento_termico,297,12,404,92,t,falta_material,OP046,2026-04-27 18:34:50.227774,f
53077,2024-10-09,tarde,C,control_calidad,472,24,285,24,f,,OP021,2026-04-27 18:34:50.227774,f
25989,2024-10-25,mañana,C,corte,437,14,438,64,t,error_operario,OP031,2026-04-27 18:34:50.227774,f
25989,2024-10-25,mañana,C,corte,437,14,438,64,t,error_operario,OP031,2026-04-27 18:34:50.227774,f
87376,2023-10-12,noche,B,tratamiento_termico,318,16,382,0,f,,OP045,2026-04-27 18:34:50.227774,f
23902,2023-06-19,tarde,C,expedicion,543,14,273,0,f,,OP035,2026-04-27 18:34:50.227774,f
30155,2023-01-05,mañana,C,corte,332,11,621,0,f,,OP032,2026-04-27 18:34:50.227774,f
96447,2023-08-10,noche,A,mecanizado,294,4,416,0,f,,OP079,2026-04-27 18:34:50.227774,f
59615,2023-12-22,noche,A,tratamiento_termico,229,5,448,11,t,fallo_maquina,OP004,2026-04-27 18:34:50.227774,f
91070,2024-08-20,tarde,A,tratamiento_termico,346,13,448,0,f,,OP055,2026-04-27 18:34:50.227774,f
19116,2024-01-16,tarde,B,tratamiento_termico,275,11,405,71,t,fallo_maquina,OP014,2026-04-27 18:34:50.227774,f
39871,2024-11-18,noche,B,tratamiento_termico,273,13,324,7,t,fallo_maquina,OP077,2026-04-27 18:34:50.227774,f
23238,2023-11-21,noche,B,corte,386,14,548,0,f,,OP014,2026-04-27 18:34:50.227774,f
69429,2023-11-27,tarde,A,tratamiento_termico,422,22,,0,f,,OP010,2026-04-27 18:34:50.227774,f
57819,2024-12-16,mañana,A,mecanizado,268,11,403,0,f,,OP031,2026-04-27 18:34:50.227774,f
56566,2024-05-09,tarde,C,expedicion,535,14,231,0,f,,OP028,2026-04-27 18:34:50.227774,f
44993,2023-04-18,noche,C,expedicion,297,14,427,0,f,,OP047,2026-04-27 18:34:50.227774,f
44993,2023-04-18,noche,C,expedicion,297,14,427,0,f,,OP047,2026-04-27 18:34:50.227774,f
99593,2024-02-14,tarde,B,control_calidad,329,15,386,15,f,,OP004,2026-04-27 18:34:50.227774,f
89840,2024-07-17,mañana,C,tratamiento_termico,341,14,377,0,f,,OP023,2026-04-27 18:34:50.227774,f
89840,2024-07-17,mañana,C,tratamiento_termico,341,14,377,0,f,,OP023,2026-04-27 18:34:50.227774,f
89840,2024-07-17,mañana,C,tratamiento_termico,341,14,377,0,f,,OP023,2026-04-27 18:34:50.227774,f
80010,2024-11-28,mañana,,corte,343,17,560,0,f,,OP052,2026-04-27 18:34:50.227774,f
31417,2023-10-02,mañana,B,expedicion,320,,239,0,f,,OP031,2026-04-27 18:34:50.227774,f
45382,2024-04-11,mañana,B,mecanizado,304,15,398,0,f,,OP075,2026-04-27 18:34:50.227774,f
14207,2024-03-03,tarde,A,tratamiento_termico,380,10,454,0,f,,OP064,2026-04-27 18:34:50.227774,f
62581,2024-09-30,mañana,B,tratamiento_termico,,,399,0,f,falta_material,OP001,2026-04-27 18:34:50.227774,f
84341,2023-11-06,mañana,C,expedicion,384,15,341,35,t,error_operario,OP070,2026-04-27 18:34:50.227774,f
75435,2023-05-11,noche,A,control_calidad,402,36,352,0,f,,OP008,2026-04-27 18:34:50.227774,f
94259,2023-10-25,noche,A,expedicion,299,5,301,0,f,,OP018,2026-04-27 18:34:50.227774,f
83579,2023-07-08,noche,C,expedicion,491,6,275,0,f,,OP070,2026-04-27 18:34:50.227774,f
86622,2024-08-25,tarde,C,tratamiento_termico,365,8,365,0,f,,OP005,2026-04-27 18:34:50.227774,f
86484,2023-12-30,noche,A,mecanizado,261,15,394,0,f,,OP020,2026-04-27 18:34:50.227774,f
38746,2023-05-24,noche,B,control_calidad,349,31,355,0,f,,OP017,2026-04-27 18:34:50.227774,f
28131,2024-02-18,mañana,C,corte,354,13,414,0,f,,OP050,2026-04-27 18:34:50.227774,f
21915,2023-04-28,noche,B,corte,389,13,554,0,f,,OP063,2026-04-27 18:34:50.227774,f
24371,2024-06-25,mañana,C,corte,347,9,488,0,f,,OP044,2026-04-27 18:34:50.227774,f
65333,2023-02-22,tarde,B,mecanizado,364,22,439,20,t,falta_material,OP052,2026-04-27 18:34:50.227774,f
60432,2023-09-27,mañana,B,corte,384,9,636,0,f,,OP073,2026-04-27 18:34:50.227774,f
82512,2024-07-01,tarde,C,control_calidad,419,41,317,0,f,,,2026-04-27 18:34:50.227774,f
82512,2024-07-01,tarde,C,control_calidad,419,41,317,0,f,,,2026-04-27 18:34:50.227774,f
11504,2023-09-01,noche,B,expedicion,369,2,,0,f,,OP024,2026-04-27 18:34:50.227774,f
37653,2024-05-29,noche,A,mecanizado,320,8,510,32,t,desconocido,OP050,2026-04-27 18:34:50.227774,f
30969,2024-05-23,mañana,B,tratamiento_termico,303,19,324,14,t,desconocido,OP011,2026-04-27 18:34:50.227774,f
96447,2023-08-10,noche,A,mecanizado,294,4,416,0,f,,OP079,2026-04-27 18:34:50.227774,f
92359,2023-12-29,noche,B,corte,,,608,0,f,,OP013,2026-04-27 18:34:50.227774,f
87883,2023-08-06,tarde,A,control_calidad,449,31,348,0,f,,OP013,2026-04-27 18:34:50.227774,f
53178,2023-06-05,mañana,A,expedicion,282,21,464,0,f,,OP041,2026-04-27 18:34:50.227774,f
96005,2023-05-21,noche,A,mecanizado,251,13,506,60,t,fallo_maquina,OP062,2026-04-27 18:34:50.227774,f
69388,2024-10-23,tarde,C,mecanizado,329,19,436,0,f,,OP067,2026-04-27 18:34:50.227774,f
84600,2023-12-11,tarde,B,corte,430,15,,0,f,,OP066,2026-04-27 18:34:50.227774,f
47087,2023-08-07,mañana,B,corte,433,12,406,0,f,,OP011,2026-04-27 18:34:50.227774,f
17279,2023-04-19,noche,B,mecanizado,254,10,477,21,t,mantenimiento,OP010,2026-04-27 18:34:50.227774,f
81716,2023-02-04,mañana,A,tratamiento_termico,318,17,410,0,f,,OP080,2026-04-27 18:34:50.227774,f
59989,2023-11-01,tarde,A,mecanizado,,9,445,0,f,,OP009,2026-04-27 18:34:50.227774,f
43444,2024-08-27,mañana,C,tratamiento_termico,389,20,362,0,f,,OP072,2026-04-27 18:34:50.227774,f
62286,2024-01-22,mañana,B,expedicion,497,5,263,0,f,,OP023,2026-04-27 18:34:50.227774,f
62742,2023-06-07,tarde,C,expedicion,379,13,253,0,f,,OP059,2026-04-27 18:34:50.227774,f
95729,2024-04-22,tarde,B,corte,358,16,478,0,f,,OP039,2026-04-27 18:34:50.227774,f
49131,2023-10-06,tarde,C,expedicion,563,11,260,0,f,,OP015,2026-04-27 18:34:50.227774,f
66670,2024-07-13,tarde,B,control_calidad,482,34,237,0,f,,OP036,2026-04-27 18:34:50.227774,f
50645,2024-06-21,tarde,C,corte,271,5,366,0,f,,OP075,2026-04-27 18:34:50.227774,f
89103,2024-09-19,mañana,C,expedicion,503,9,254,0,f,,OP029,2026-04-27 18:34:50.227774,f
97231,2024-01-17,mañana,B,corte,311,10,500,1,t,mantenimiento,OP044,2026-04-27 18:34:50.227774,f
58163,2024-03-25,tarde,A,tratamiento_termico,466,25,352,0,f,,OP009,2026-04-27 18:34:50.227774,f
74175,2023-01-14,noche,B,tratamiento_termico,356,15,367,78,t,fallo_maquina,OP064,2026-04-27 18:34:50.227774,f
74175,2023-01-14,noche,B,tratamiento_termico,356,15,367,78,t,fallo_maquina,OP064,2026-04-27 18:34:50.227774,f
60867,2024-01-03,mañana,C,mecanizado,226,15,373,0,f,,OP047,2026-04-27 18:34:50.227774,f
83801,2024-11-29,noche,C,control_calidad,417,27,329,0,f,,OP030,2026-04-27 18:34:50.227774,f
58265,2023-09-09,noche,C,expedicion,437,10,278,0,f,,OP050,2026-04-27 18:34:50.227774,f
66899,2024-07-17,tarde,C,corte,372,15,508,0,f,,OP025,2026-04-27 18:34:50.227774,f
22182,2024-09-07,tarde,B,mecanizado,246,10,454,0,f,,,2026-04-27 18:34:50.227774,f
98662,2023-02-04,tarde,B,expedicion,510,15,222,0,f,,OP051,2026-04-27 18:34:50.227774,f
99946,2023-02-01,mañana,A,expedicion,320,8,210,7,t,falta_material,,2026-04-27 18:34:50.227774,f
48103,2024-04-09,mañana,A,control_calidad,581,46,269,9,f,,OP036,2026-04-27 18:34:50.227774,f
20378,2024-03-28,mañana,C,control_calidad,453,28,316,0,f,,OP008,2026-04-27 18:34:50.227774,f
72601,2024-09-11,tarde,B,corte,,,415,0,f,,OP043,2026-04-27 18:34:50.227774,f
26749,2024-11-01,tarde,C,expedicion,379,9,259,0,f,,OP067,2026-04-27 18:34:50.227774,f
49375,2023-10-15,mañana,A,expedicion,457,10,260,0,f,,,2026-04-27 18:34:50.227774,f
78562,2024-11-17,noche,C,control_calidad,332,25,361,0,f,,OP059,2026-04-27 18:34:50.227774,f
20031,2023-07-04,noche,C,expedicion,384,8,225,6,t,fallo_maquina,OP068,2026-04-27 18:34:50.227774,f
77294,2024-10-12,noche,C,control_calidad,398,34,247,0,f,,OP011,2026-04-27 18:34:50.227774,f
65694,2023-09-05,mañana,C,control_calidad,,,229,0,f,,,2026-04-27 18:34:50.227774,f
70903,2024-08-26,noche,B,expedicion,301,6,264,0,f,falta_material,OP073,2026-04-27 18:34:50.227774,f
84511,2023-05-03,noche,A,mecanizado,274,10,568,0,f,,OP039,2026-04-27 18:34:50.227774,f
56590,2023-02-02,tarde,,mecanizado,278,,477,0,f,,OP041,2026-04-27 18:34:50.227774,f
20717,2024-11-03,mañana,C,mecanizado,320,21,474,0,f,,OP053,2026-04-27 18:34:50.227774,f
12132,2023-03-11,noche,B,control_calidad,512,38,359,16,f,,OP027,2026-04-27 18:34:50.227774,f
96714,2023-02-11,mañana,B,control_calidad,515,39,287,3,t,fallo_maquina,OP069,2026-04-27 18:34:50.227774,f
33882,2024-03-31,tarde,B,tratamiento_termico,427,19,392,50,t,mantenimiento,,2026-04-27 18:34:50.227774,f
15932,2024-07-07,mañana,A,corte,477,14,417,0,f,,OP023,2026-04-27 18:34:50.227774,f
49013,2024-06-06,mañana,B,tratamiento_termico,362,13,301,14,t,falta_material,OP043,2026-04-27 18:34:50.227774,f
69637,2023-01-11,tarde,B,corte,377,5,552,0,f,,OP069,2026-04-27 18:34:50.227774,f
68975,2023-06-08,noche,,control_calidad,428,34,335,16,t,mantenimiento,OP043,2026-04-27 18:34:50.227774,f
44743,2024-06-27,mañana,A,control_calidad,534,46,321,0,f,,OP077,2026-04-27 18:34:50.227774,f
34535,2023-02-14,tarde,B,mecanizado,273,16,375,0,f,,OP005,2026-04-27 18:34:50.227774,f
89174,2023-10-05,tarde,A,corte,,,351,0,f,,OP072,2026-04-27 18:34:50.227774,f
98265,2024-01-09,mañana,B,expedicion,458,6,274,15,t,falta_material,OP031,2026-04-27 18:34:50.227774,f
32509,2024-08-02,tarde,A,control_calidad,481,52,284,0,f,,OP024,2026-04-27 18:34:50.227774,f
70314,2024-02-11,noche,B,mecanizado,273,14,578,24,t,fallo_maquina,OP038,2026-04-27 18:34:50.227774,f
96208,2023-11-11,tarde,C,tratamiento_termico,339,16,356,0,f,,OP033,2026-04-27 18:34:50.227774,f
88890,2023-08-23,mañana,B,mecanizado,336,18,479,0,f,,OP024,2026-04-27 18:34:50.227774,f
49688,2024-03-10,noche,B,control_calidad,422,39,,0,f,,OP068,2026-04-27 18:34:50.227774,f
98316,2023-12-24,mañana,A,mecanizado,302,,465,0,f,,OP043,2026-04-27 18:34:50.227774,f
98487,2023-09-24,tarde,C,expedicion,409,6,258,0,f,,OP067,2026-04-27 18:34:50.227774,f
98487,2023-09-24,tarde,C,expedicion,409,6,258,0,f,,OP067,2026-04-27 18:34:50.227774,f
49669,2023-07-05,mañana,A,expedicion,455,8,194,0,f,,OP042,2026-04-27 18:34:50.227774,f
27709,2024-09-10,noche,C,tratamiento_termico,289,15,339,25,t,fallo_maquina,OP035,2026-04-27 18:34:50.227774,f
34670,2024-04-05,mañana,C,control_calidad,654,67,283,3,t,falta_material,OP071,2026-04-27 18:34:50.227774,f
37424,2023-12-18,tarde,A,control_calidad,426,39,304,0,f,,OP047,2026-04-27 18:34:50.227774,f
67119,2024-12-26,mañana,B,mecanizado,350,20,500,0,f,,OP034,2026-04-27 18:34:50.227774,f
80593,2024-08-11,noche,C,corte,300,7,548,18,f,,OP012,2026-04-27 18:34:50.227774,f
49441,2024-01-06,mañana,B,tratamiento_termico,309,11,387,0,f,,OP012,2026-04-27 18:34:50.227774,f
49441,2024-01-06,mañana,B,tratamiento_termico,309,11,387,0,f,,OP012,2026-04-27 18:34:50.227774,f
29420,2023-11-03,noche,A,tratamiento_termico,300,15,416,9,t,falta_material,OP016,2026-04-27 18:34:50.227774,f
29978,2024-03-19,mañana,C,expedicion,526,11,273,0,f,,OP064,2026-04-27 18:34:50.227774,f
68361,2023-09-15,noche,B,control_calidad,529,45,,0,f,mantenimiento,OP015,2026-04-27 18:34:50.227774,f
71799,2023-01-11,mañana,A,mecanizado,282,14,457,0,f,,OP049,2026-04-27 18:34:50.227774,f
36389,2024-10-07,tarde,B,corte,437,13,527,0,f,,OP044,2026-04-27 18:34:50.227774,f
61345,2024-06-16,noche,A,mecanizado,340,22,355,0,f,,OP058,2026-04-27 18:34:50.227774,f
74972,2024-08-28,noche,A,control_calidad,408,36,394,0,f,,OP032,2026-04-27 18:34:50.227774,f
88097,2024-12-02,mañana,A,tratamiento_termico,324,9,381,0,f,,OP064,2026-04-27 18:34:50.227774,f
48112,2024-11-02,tarde,A,expedicion,400,10,262,0,f,,OP025,2026-04-27 18:34:50.227774,f
87468,2024-02-16,tarde,B,mecanizado,315,14,334,0,f,,OP049,2026-04-27 18:34:50.227774,f
98954,2023-08-03,noche,B,control_calidad,423,35,290,0,f,,OP060,2026-04-27 18:34:50.227774,f
73950,2024-02-25,mañana,C,tratamiento_termico,359,8,,28,t,error_operario,OP022,2026-04-27 18:34:50.227774,f
17956,2024-07-05,mañana,A,control_calidad,511,43,279,0,f,,OP024,2026-04-27 18:34:50.227774,f
82516,2024-12-24,mañana,A,control_calidad,555,41,324,0,f,,OP076,2026-04-27 18:34:50.227774,f
94974,2023-01-23,noche,C,control_calidad,459,,292,0,f,,OP029,2026-04-27 18:34:50.227774,f
72041,2024-06-05,mañana,A,expedicion,359,22,312,0,f,,OP025,2026-04-27 18:34:50.227774,f
91618,2023-03-28,noche,B,expedicion,431,8,310,0,f,,OP055,2026-04-27 18:34:50.227774,f
55451,2023-06-21,mañana,A,tratamiento_termico,314,12,344,0,f,,OP049,2026-04-27 18:34:50.227774,f
67177,2023-02-22,mañana,C,control_calidad,356,20,242,0,f,,OP035,2026-04-27 18:34:50.227774,f
71504,2023-09-20,tarde,B,mecanizado,268,16,485,0,f,,OP072,2026-04-27 18:34:50.227774,f
40422,2024-04-23,mañana,C,tratamiento_termico,313,15,353,0,f,,OP055,2026-04-27 18:34:50.227774,f
87025,2024-04-07,mañana,A,mecanizado,298,17,387,0,f,,OP032,2026-04-27 18:34:50.227774,f
96108,2024-10-03,mañana,B,corte,356,16,286,0,f,,OP069,2026-04-27 18:34:50.227774,f
61166,2024-07-27,mañana,B,mecanizado,213,12,348,112,t,mantenimiento,OP034,2026-04-27 18:34:50.227774,f
98225,2024-05-18,tarde,B,mecanizado,284,17,523,0,f,,OP075,2026-04-27 18:34:50.227774,f
57219,2024-03-23,tarde,B,tratamiento_termico,321,8,367,1,t,error_operario,OP062,2026-04-27 18:34:50.227774,f
31237,2023-05-03,tarde,B,corte,477,12,470,12,t,mantenimiento,OP061,2026-04-27 18:34:50.227774,f
47022,2023-09-23,tarde,B,expedicion,367,4,264,0,f,,OP035,2026-04-27 18:34:50.227774,f
21297,2024-03-15,noche,B,control_calidad,453,36,259,0,f,,OP017,2026-04-27 18:34:50.227774,f
26920,2023-08-15,mañana,B,control_calidad,534,44,259,1,t,fallo_maquina,OP022,2026-04-27 18:34:50.227774,f
30488,2024-03-22,noche,A,control_calidad,444,45,321,1,t,mantenimiento,OP027,2026-04-27 18:34:50.227774,f
23225,2024-06-27,noche,B,control_calidad,353,27,362,0,f,,OP047,2026-04-27 18:34:50.227774,f
74713,2024-09-23,noche,C,control_calidad,370,26,407,0,f,,OP008,2026-04-27 18:34:50.227774,f
37450,2024-11-06,tarde,A,control_calidad,285,21,338,0,f,,OP020,2026-04-27 18:34:50.227774,f
12376,2024-03-18,mañana,A,tratamiento_termico,339,10,420,0,f,,OP042,2026-04-27 18:34:50.227774,f
44184,2024-03-19,noche,A,control_calidad,398,33,344,0,f,,,2026-04-27 18:34:50.227774,f
30788,2023-02-12,noche,C,control_calidad,423,34,288,0,f,,OP072,2026-04-27 18:34:50.227774,f
24938,2024-05-17,noche,A,tratamiento_termico,,,432,13,t,fallo_maquina,OP027,2026-04-27 18:34:50.227774,f
73748,2023-07-27,noche,B,control_calidad,447,35,384,5,t,error_operario,OP060,2026-04-27 18:34:50.227774,f
54606,2023-10-26,mañana,,mecanizado,227,7,440,0,f,,OP066,2026-04-27 18:34:50.227774,f
16117,2023-06-16,noche,A,control_calidad,366,29,371,0,f,,OP048,2026-04-27 18:34:50.227774,f
83010,2023-06-21,tarde,C,tratamiento_termico,363,19,384,0,f,,OP040,2026-04-27 18:34:50.227774,f
29815,2024-10-14,tarde,C,corte,399,18,533,0,f,,OP071,2026-04-27 18:34:50.227774,f
23650,2024-06-06,mañana,A,corte,334,5,397,0,f,,OP068,2026-04-27 18:34:50.227774,f
24539,2023-11-02,tarde,A,control_calidad,486,36,258,0,f,,OP021,2026-04-27 18:34:50.227774,f
90028,2024-09-18,noche,C,mecanizado,225,15,407,0,f,,OP044,2026-04-27 18:34:50.227774,f
23352,2024-05-13,tarde,C,corte,374,11,477,0,f,,OP079,2026-04-27 18:34:50.227774,f
15501,2024-06-06,mañana,B,corte,308,10,511,0,f,,OP068,2026-04-27 18:34:50.227774,f
31895,2024-03-10,mañana,A,corte,322,5,412,26,t,mantenimiento,OP007,2026-04-27 18:34:50.227774,f
31895,2024-03-10,mañana,A,corte,322,5,412,26,t,mantenimiento,OP007,2026-04-27 18:34:50.227774,f
36920,2023-12-15,tarde,A,control_calidad,329,33,370,0,f,,OP016,2026-04-27 18:34:50.227774,f
67870,2024-09-13,mañana,A,mecanizado,325,13,383,0,f,,OP031,2026-04-27 18:34:50.227774,f
23014,2023-10-02,tarde,A,corte,400,16,447,22,t,fallo_maquina,OP038,2026-04-27 18:34:50.227774,f
57675,2023-04-11,mañana,B,expedicion,402,9,195,0,f,,OP045,2026-04-27 18:34:50.227774,f
28058,2024-01-31,mañana,A,tratamiento_termico,338,11,337,9,t,error_operario,OP048,2026-04-27 18:34:50.227774,f
36462,2023-07-24,mañana,,expedicion,316,11,371,0,f,,OP020,2026-04-27 18:34:50.227774,f
10863,2023-08-05,tarde,C,expedicion,337,21,408,0,f,,OP071,2026-04-27 18:34:50.227774,f
72084,2024-03-30,mañana,B,tratamiento_termico,269,14,371,0,f,,OP049,2026-04-27 18:34:50.227774,f
76194,2024-06-10,noche,C,tratamiento_termico,320,17,424,0,f,,OP065,2026-04-27 18:34:50.227774,f
64396,2023-07-03,mañana,B,tratamiento_termico,350,12,359,0,f,,OP056,2026-04-27 18:34:50.227774,f
39908,2024-10-11,mañana,B,control_calidad,539,34,1435,0,f,,,2026-04-27 18:34:50.227774,f
66206,2023-06-23,tarde,C,corte,293,12,412,0,f,fallo_maquina,OP018,2026-04-27 18:34:50.227774,f
63648,2024-02-27,tarde,B,control_calidad,382,30,309,0,f,,OP062,2026-04-27 18:34:50.227774,f
77653,2023-10-30,noche,A,control_calidad,258,16,416,0,f,,OP057,2026-04-27 18:34:50.227774,f
57418,2024-07-21,tarde,B,mecanizado,295,15,501,0,f,,OP048,2026-04-27 18:34:50.227774,f
68009,2024-11-30,noche,B,control_calidad,430,34,302,0,f,,OP029,2026-04-27 18:34:50.227774,f
77809,2024-01-18,noche,C,control_calidad,362,23,397,0,f,,OP025,2026-04-27 18:34:50.227774,f
21112,2023-07-08,tarde,C,tratamiento_termico,450,22,364,0,f,,OP029,2026-04-27 18:34:50.227774,f
62645,2024-03-04,tarde,,expedicion,534,8,236,1,t,falta_material,OP021,2026-04-27 18:34:50.227774,f
